Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
prot-a-2193,Poly(rC)-binding protein 1,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.56
prot-a-1719,Leukocyte cell-derived chemotaxin 1,leukocyte disorder,MONDO:0004805,http://purl.obolibrary.org/obo/MONDO_0004805,0.564
prot-a-378,Kynurenine--oxoglutarate transaminase 3,Encephalopathy due to hydroxykynureninuria,ORPHANET.ORDO:79155,http://www.orpha.net/ORDO/Orphanet_79155,0.556
ebi-a-GCST90001764,CD24 on CD24+ CD27+ B cell,autosomal recessive lymphoproliferative disease,MONDO:0016536,http://purl.obolibrary.org/obo/MONDO_0016536,0.555
ebi-a-GCST90002074,SSC-A on CD14+ monocyte,systemic scleroderma,EFO:0000717,http://www.ebi.ac.uk/efo/EFO_0000717,0.585
ubm-a-295,IDP dMRI TBSS MO Body of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.609
prot-c-3174_2_1,ATS1,Rothmund-Thomson syndrome type 1,MONDO:0016368,http://purl.obolibrary.org/obo/MONDO_0016368,0.57
ukb-a-12,Nap during day,"nap during day, self-reported",EFO:0009818,http://www.ebi.ac.uk/efo/EFO_0009818,0.58
prot-a-933,RNA polymerase II elongation factor ELL2,Long face,HP:0000276,http://purl.obolibrary.org/obo/HP_0000276,0.552
prot-a-1376,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,mucopolysaccharidosis type 3,MONDO:0018937,http://purl.obolibrary.org/obo/MONDO_0018937,0.559
ebi-a-GCST90001629,HLA DR+ CD8+ T cell %lymphocyte,T-cell immunodeficiency,MONDO:0003780,http://purl.obolibrary.org/obo/MONDO_0003780,0.615
ebi-a-GCST90001786,CD25 on IgD- CD27- B cell,autosomal recessive lymphoproliferative disease,MONDO:0016536,http://purl.obolibrary.org/obo/MONDO_0016536,0.576
prot-a-1325,Protein HEG homolog 1,protein nov homolog measurement,EFO:0020685,http://www.ebi.ac.uk/efo/EFO_0020685,0.589
met-c-956,Triglycerides in very small VLDL,low density lipoprotein triglyceride measurement,EFO:0009946,http://www.ebi.ac.uk/efo/EFO_0009946,0.572
prot-b-54,matrix metallopeptidase 7,matrix metalloproteinase 7 measurement,EFO:0010591,http://www.ebi.ac.uk/efo/EFO_0010591,0.6
ebi-a-GCST90010218,Galectin-4 levels,e-selectin measurement,EFO:0004575,http://www.ebi.ac.uk/efo/EFO_0004575,0.594
prot-a-1360,Hepatocyte nuclear factor 4-alpha,hepatocyte growth factor,EFO:0003303,http://www.ebi.ac.uk/efo/EFO_0003303,0.595
prot-a-215,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",MGAT2-CDG,MONDO:0008908,http://purl.obolibrary.org/obo/MONDO_0008908,0.585
prot-a-2997,Transmembrane protein 132A,transmembrane glycoprotein NMB measurement,EFO:0008303,http://www.ebi.ac.uk/efo/EFO_0008303,0.572
prot-a-2355,Protein regulator of cytokinesis 1,cytokine,EFO:0003786,http://www.ebi.ac.uk/efo/EFO_0003786,0.598
prot-c-5008_51_1,Mn SOD,Septo-optic dysplasia,ORPHANET.ORDO:3157,http://www.orpha.net/ORDO/Orphanet_3157,0.577
prot-a-995,Protein eva-1 homolog C,protein nov homolog measurement,EFO:0020685,http://www.ebi.ac.uk/efo/EFO_0020685,0.58
ebi-a-GCST90000290,Myocardial fractal dimension (slice 4),myocardial disorder,MONDO:0024643,http://purl.obolibrary.org/obo/MONDO_0024643,0.551
prot-a-3081,Tumor protein p53-inducible protein 11,tumor necrosis factor-inducible gene 6 protein measurement,EFO:0008311,http://www.ebi.ac.uk/efo/EFO_0008311,0.561
ebi-a-GCST90001575,Naive CD4+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.577
prot-a-3188,Vesicle-associated membrane protein 8,beta-secretase 1 measurement,EFO:0009179,http://www.ebi.ac.uk/efo/EFO_0009179,0.579
ebi-a-GCST90006918,Herpes simplex virus 1 mgG-1 antibody levels,Anti-herpes simplex virus 1 IgG measurement,EFO:0009349,http://www.ebi.ac.uk/efo/EFO_0009349,0.584
ebi-a-GCST90001960,CD25 on CD4+ T cell,immunodeficiency due to CD25 deficiency,MONDO:0011664,http://purl.obolibrary.org/obo/MONDO_0011664,0.572
prot-c-3348_49_2,BMP-1,Peritoneal Multicystic Mesothelioma,EFO:1000468,http://www.ebi.ac.uk/efo/EFO_1000468,0.57
ukb-b-2346,Duration of moderate activity,duration,EFO:0000433,http://www.ebi.ac.uk/efo/EFO_0000433,0.558
ubm-a-176,IDP SWI T2star left amygdala,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.552
prot-c-2719_3_4,G-CSF-R,Abnormality of the cerebrospinal fluid,HP:0002921,http://purl.obolibrary.org/obo/HP_0002921,0.607
met-a-383,3-methyl-2-oxovalerate,3-methyl-2-oxovalerate measurement,EFO:0021021,http://www.ebi.ac.uk/efo/EFO_0021021,0.56
prot-a-1636,Kinesin-like protein KIF1C,kinesin-like protein KIF23 measurement,EFO:0020522,http://www.ebi.ac.uk/efo/EFO_0020522,0.578
prot-c-5022_61_1,PSME1,apparent mineralocorticoid excess,MONDO:0009025,http://purl.obolibrary.org/obo/MONDO_0009025,0.585
prot-a-2405,Pregnancy-specific beta-1-glycoprotein 6,platelet-type bleeding disorder 11,MONDO:0013623,http://purl.obolibrary.org/obo/MONDO_0013623,0.601
ubm-a-2299,NET100 1143,HCC1143,EFO:0001169,http://www.ebi.ac.uk/efo/EFO_0001169,0.563
ubm-a-2834,DKTatlas rh parahippocampal area,parahippocampal gyrus volume measurement,EFO:0010318,http://www.ebi.ac.uk/efo/EFO_0010318,0.561
ubm-a-2926,a2009s rh S temporal transverse area,transverse temporal cortex volume measurement,EFO:0010336,http://www.ebi.ac.uk/efo/EFO_0010336,0.563
ebi-a-GCST90001413,IgD- CD24- B cell %B cell,B cell derived cell line,EFO:0001640,http://www.ebi.ac.uk/efo/EFO_0001640,0.571
ebi-a-GCST90010190,Aminopeptidase N levels,methionine aminopeptidase 1 measurement,EFO:0020568,http://www.ebi.ac.uk/efo/EFO_0020568,0.566
ukb-b-7212,Leg fat mass (left),left,EFO:0001658,http://www.ebi.ac.uk/efo/EFO_0001658,0.594
prot-a-2387,Transmembrane gamma-carboxyglutamic acid protein 1,osteocalcin measurement,EFO:0010232,http://www.ebi.ac.uk/efo/EFO_0010232,0.588
ubm-a-14,IDP T1 FIRST right caudate volume,caudate nucleus volume,EFO:0004830,http://www.ebi.ac.uk/efo/EFO_0004830,0.569
ebi-a-GCST90007319,circulating leptin levels adjusted for BMI,BMI-adjusted leptin measurement,EFO:0007793,http://www.ebi.ac.uk/efo/EFO_0007793,0.559
prot-a-472,M-phase inducer phosphatase 2,PSPH deficiency,MONDO:0013531,http://purl.obolibrary.org/obo/MONDO_0013531,0.581
prot-a-1046,Glycosaminoglycan xylosylkinase,Abnormality of glycosaminoglycan metabolism,HP:0004371,http://purl.obolibrary.org/obo/HP_0004371,0.56
ebi-a-GCST90001621,Natural Killer T Absolute Count,aggressive NK-cell leukemia,MONDO:0019470,http://purl.obolibrary.org/obo/MONDO_0019470,0.551
ubm-a-343,IDP dMRI TBSS L1 Body of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.603
prot-c-3877_67_2,CaMKK alpha,mating type alpha,EFO:0001270,http://www.ebi.ac.uk/efo/EFO_0001270,0.573
prot-c-4203_50_2,Cofilin-1,cofilin-1 measurement,EFO:0020267,http://www.ebi.ac.uk/efo/EFO_0020267,0.594
prot-a-752,Cytochrome b5,cytochrome C measurement,EFO:0020302,http://www.ebi.ac.uk/efo/EFO_0020302,0.574
prot-a-2928,Tax1-binding protein 1,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.555
prot-c-2797_56_2,Apo B,CLAPO syndrome,MONDO:0013125,http://purl.obolibrary.org/obo/MONDO_0013125,0.556
ebi-a-GCST90010204,Collagen alpha-1 (I) chain levels,type 2 collagenopathy,MONDO:0022800,http://purl.obolibrary.org/obo/MONDO_0022800,0.576
prot-a-1291,Glutathione S-transferase theta-2B,glutathione s-transferase p measurement,EFO:0020410,http://www.ebi.ac.uk/efo/EFO_0020410,0.585
ebi-a-GCST90007326,circulating leptin levels adjusted for BMI,BMI-adjusted leptin measurement,EFO:0007793,http://www.ebi.ac.uk/efo/EFO_0007793,0.559
prot-c-2851_63_3,C5a,C5a anaphylatoxin measurement,EFO:0020208,http://www.ebi.ac.uk/efo/EFO_0020208,0.581
ebi-a-GCST90001425,IgD- CD38+ B cell %lymphocyte,chronic lymphocytic leukemia,EFO:0000095,http://www.ebi.ac.uk/efo/EFO_0000095,0.584
ubm-a-24,IDP T1 FIRST right accumbens volume,nucleus accumbens volume,EFO:0006931,http://www.ebi.ac.uk/efo/EFO_0006931,0.615
ebi-a-GCST90010214,Ephrin type-B receptor 4 levels,leptin receptor measurement,EFO:0004635,http://www.ebi.ac.uk/efo/EFO_0004635,0.63
ebi-a-GCST90012009,Galectin-3 levels,e-selectin measurement,EFO:0004575,http://www.ebi.ac.uk/efo/EFO_0004575,0.595
ubm-a-2315,NET100 1159,HCC1159,EFO:0003127,http://www.ebi.ac.uk/efo/EFO_0003127,0.578
prot-a-1064,"Fructose-1,6-bisphosphatase isozyme 2","Fructose-1,6-bisphosphatase deficiency",ORPHANET.ORDO:348,http://www.orpha.net/ORDO/Orphanet_348,0.556
prot-a-110,Annexin A9,annexin A1 measurement,EFO:0008026,http://www.ebi.ac.uk/efo/EFO_0008026,0.563
prot-c-4559_64_2,KYNU,Encephalopathy due to hydroxykynureninuria,ORPHANET.ORDO:79155,http://www.orpha.net/ORDO/Orphanet_79155,0.564
ebi-a-GCST90001800,CD27 on IgD+ CD24+ B cell,autosomal recessive lymphoproliferative disease,MONDO:0016536,http://purl.obolibrary.org/obo/MONDO_0016536,0.567
prot-a-306,Complement C1q and tumor necrosis factor-related protein 9A,tumor necrosis factor measurement,EFO:0010834,http://www.ebi.ac.uk/efo/EFO_0010834,0.592
ebi-a-GCST90000453,CD6 levels,antinuclear antibody measurement,EFO:0005949,http://www.ebi.ac.uk/efo/EFO_0005949,0.578
met-a-334,Myristate (14:0),myristate 14:0 measurement,EFO:0021067,http://www.ebi.ac.uk/efo/EFO_0021067,0.6
prot-a-2982,Toll/interleukin-1 receptor domain-containing adapter protein,interleukin,EFO:0004100,http://www.ebi.ac.uk/efo/EFO_0004100,0.565
ubm-a-2705,volume SupraTentorialVol,supratentorial cancer,MONDO:0002071,http://purl.obolibrary.org/obo/MONDO_0002071,0.572
ebi-a-GCST90001645,Natural Killer Absolute Count,aggressive NK-cell leukemia,MONDO:0019470,http://purl.obolibrary.org/obo/MONDO_0019470,0.56
ubm-a-2318,NET100 1162,HCC1162,EFO:0006423,http://www.ebi.ac.uk/efo/EFO_0006423,0.597
prot-a-1186,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C",MGAT2-CDG,MONDO:0008908,http://purl.obolibrary.org/obo/MONDO_0008908,0.604
ebi-a-GCST90001409,Naive-mature B cell Absolute Count,Mature Plasma Cell Count,EFO:0009239,http://www.ebi.ac.uk/efo/EFO_0009239,0.571
ubm-a-521,IDP dMRI TBSS ICVF Cingulum hippocampus L,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.6
ebi-a-GCST90001429,IgD+ CD38+ B cell %lymphocyte,chronic lymphocytic leukemia,EFO:0000095,http://www.ebi.ac.uk/efo/EFO_0000095,0.584
prot-a-2798,Suppressor of cytokine signaling 7,cytokine,EFO:0003786,http://www.ebi.ac.uk/efo/EFO_0003786,0.58
prot-c-3441_64_2,GSK-3 alpha/beta,mating type alpha,EFO:0001270,http://www.ebi.ac.uk/efo/EFO_0001270,0.552
prot-a-1408,DNA-binding protein inhibitor ID-2,inhibitor of growth protein 1 measurement,EFO:0020471,http://www.ebi.ac.uk/efo/EFO_0020471,0.554
ebi-a-GCST90001625,HLA DR+ CD4+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.573
prot-c-4541_49_2,CDON,Stern-Lubinsky-Durrie syndrome,MONDO:0007383,http://purl.obolibrary.org/obo/MONDO_0007383,0.568
ebi-a-GCST90010200,Cadherin-5 levels,chemerin measurement,EFO:0004573,http://www.ebi.ac.uk/efo/EFO_0004573,0.568
prot-c-3320_49_2,IGFBP-7,IGFBP-1 measurement,EFO:0005118,http://www.ebi.ac.uk/efo/EFO_0005118,0.575
prot-a-679,Cold shock domain-containing protein E1,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.561
ubm-a-174,IDP SWI T2star left hippocampus,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.608
ebi-a-GCST90010194,Caspase-3 levels,vaspin measurement,EFO:0004915,http://www.ebi.ac.uk/efo/EFO_0004915,0.565
ebi-a-GCST90002099,CD4RA on Terminally Differentiated CD4+ T cell,differentiated,EFO:0002954,http://www.ebi.ac.uk/efo/EFO_0002954,0.564
ebi-a-GCST90001454,CD62L- HLA DR++ monocyte Absolute Count,monocyte count,EFO:0005091,http://www.ebi.ac.uk/efo/EFO_0005091,0.604
ebi-a-GCST90001825,IgD on IgD+ CD38dim B cell,hyperimmunoglobulinemia D with periodic fever,MONDO:0009849,http://purl.obolibrary.org/obo/MONDO_0009849,0.573
prot-a-2260,Membrane-associated progesterone receptor component 2,progesterone receptor status,EFO:0005513,http://www.ebi.ac.uk/efo/EFO_0005513,0.572
ebi-a-GCST90010203,Contactin-1 levels,resistin measurement,EFO:0004819,http://www.ebi.ac.uk/efo/EFO_0004819,0.606
ubm-a-164,IDP T1 FAST ROIs R cerebellum X,cerebellar disorder,MONDO:0002427,http://purl.obolibrary.org/obo/MONDO_0002427,0.578
ubm-a-1245,NET100 0089,HCC0089,EFO:0006419,http://www.ebi.ac.uk/efo/EFO_0006419,0.575
ebi-a-GCST90006927,Toxoplasma gondii sag1 antibody levels,toxoplasmosis,EFO:0007517,http://www.ebi.ac.uk/efo/EFO_0007517,0.586
ebi-a-GCST90002092,CD11b on Granulocytic Myeloid-Derived Suppressor Cells,myeloid leukemia,MONDO:0004643,http://purl.obolibrary.org/obo/MONDO_0004643,0.588
prot-a-2504,RNA-binding protein 28,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.6
prot-a-2294,Phospholipase B-like 1,lysosomal storage disease,MONDO:0002561,http://purl.obolibrary.org/obo/MONDO_0002561,0.6
ebi-a-GCST90001408,Naive-mature B cell %B cell,B cell derived cell line,EFO:0001640,http://www.ebi.ac.uk/efo/EFO_0001640,0.564
prot-a-1595,Intersectin-1,difference of sexual differentiation,MONDO:0002145,http://purl.obolibrary.org/obo/MONDO_0002145,0.575
met-d-XXL_VLDL_CE_pct,Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL,cholesteryl esters:total lipids ratio,EFO:0020944,http://www.ebi.ac.uk/efo/EFO_0020944,0.578
ubm-a-1422,NET100 0266,GM10266,EFO:0005335,http://www.ebi.ac.uk/efo/EFO_0005335,0.57
prot-c-2974_61_2,contactin-1,contactin-1 measurement,EFO:0020286,http://www.ebi.ac.uk/efo/EFO_0020286,0.552
ubm-a-2686,volume Right-vessel,volume,EFO:0001715,http://www.ebi.ac.uk/efo/EFO_0001715,0.608
ukb-a-315,Age when periods started (menarche),age at menarche,EFO:0004703,http://www.ebi.ac.uk/efo/EFO_0004703,0.603
ubm-a-58,IDP T1 FAST ROIs L postcent gyrus,postcentral gyrus volume measurement,EFO:0010323,http://www.ebi.ac.uk/efo/EFO_0010323,0.573
ubm-a-392,IDP dMRI TBSS L2 Splenium of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.59
prot-c-5364_7_3,SET,Onset,HP:0003674,http://purl.obolibrary.org/obo/HP_0003674,0.578
prot-a-2613,Tyrosine-protein kinase RYK,immunodeficiency 35,MONDO:0012682,http://purl.obolibrary.org/obo/MONDO_0012682,0.576
prot-a-929,ETS-related transcription factor Elf-5,"acute myeloid leukemia, RUNX1 gene mutation",MONDO:0100422,http://purl.obolibrary.org/obo/MONDO_0100422,0.57
ubm-a-568,IDP dMRI TBSS OD Cingulum hippocampus R,Hypoplastic hippocampus,HP:0025517,http://purl.obolibrary.org/obo/HP_0025517,0.62
ebi-a-GCST90011327,G_Clostridiales abundance,commensal Clostridium infectious disease,EFO:1000874,http://www.ebi.ac.uk/efo/EFO_1000874,0.593
ukb-b-18436,Age asthma diagnosed by doctor,asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.569
prot-a-2503,RNA-binding protein 24,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.605
ubm-a-2654,IDP SWI T2star left amygdala plus IDP SWI T2star right amygdala,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.554
ebi-a-GCST90011785,Ara-C drug response (AUC),response to antiviral drug,EFO:0010123,http://www.ebi.ac.uk/efo/EFO_0010123,0.583
met-d-Omega_6,Omega-6 fatty acids,omega-3 polyunsaturated fatty acid measurement,EFO:0010119,http://www.ebi.ac.uk/efo/EFO_0010119,0.589
prot-c-4998_50_1,JAK2,tyrosine-protein kinase JAK2 measurement,EFO:0020825,http://www.ebi.ac.uk/efo/EFO_0020825,0.553
ebi-a-GCST90012078,Ovarian cancer-related tumor marker CA 125 levels,ovarian neoplasm,EFO:0003893,http://www.ebi.ac.uk/efo/EFO_0003893,0.594
prot-a-2262,Membrane-associated progesterone receptor component 2,progesterone receptor status,EFO:0005513,http://www.ebi.ac.uk/efo/EFO_0005513,0.572
ubm-a-2272,NET100 1116,SW1116,EFO:0002359,http://www.ebi.ac.uk/efo/EFO_0002359,0.564
ubm-a-2584,NET100 1428,HCC1428,EFO:0001171,http://www.ebi.ac.uk/efo/EFO_0001171,0.571
ebi-a-GCST90001670,CD39+ CD8+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.57
met-d-MUFA_pct,Ratio of monounsaturated fatty acids to total fatty acids,polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.568
ukb-b-4958,Number of pregnancy terminations,pregnancy,EFO:0002950,http://www.ebi.ac.uk/efo/EFO_0002950,0.594
ubm-a-1520,NET100 0364,HCC0364,EFO:0006420,http://www.ebi.ac.uk/efo/EFO_0006420,0.58
prot-a-2263,PHD finger protein 3,Polyvalvular heart disease syndrome,ORPHANET.ORDO:228410,http://www.orpha.net/ORDO/Orphanet_228410,0.583
prot-a-1458,Immunoglobulin lambda-like polypeptide 1,agammaglobulinemia,MONDO:0015977,http://purl.obolibrary.org/obo/MONDO_0015977,0.586
prot-a-1591,Integral membrane protein 2C,NKG2-D type II integral membrane protein measurement,EFO:0008250,http://www.ebi.ac.uk/efo/EFO_0008250,0.572
ubm-a-2698,volume rhCortexVol,volume,EFO:0001715,http://www.ebi.ac.uk/efo/EFO_0001715,0.557
prot-a-2346,Protein phosphatase 1L,PSPH deficiency,MONDO:0013531,http://purl.obolibrary.org/obo/MONDO_0013531,0.6
ebi-a-GCST90007325,circulating leptin levels adjusted for BMI,BMI-adjusted leptin measurement,EFO:0007793,http://www.ebi.ac.uk/efo/EFO_0007793,0.559
ubm-a-2763,a2009s lh G Ins lg&S cent ins area,insertion,EFO:0004016,http://www.ebi.ac.uk/efo/EFO_0004016,0.587
ubm-a-2690,volume CC Mid Posterior,volume,EFO:0001715,http://www.ebi.ac.uk/efo/EFO_0001715,0.566
prot-a-2159,Oxytocin-neurophysin 1,oxytocin measurement,EFO:0010245,http://www.ebi.ac.uk/efo/EFO_0010245,0.573
ubm-a-2948,DKTatlas lh precentral thickness,central corneal thickness,EFO:0005213,http://www.ebi.ac.uk/efo/EFO_0005213,0.561
ebi-a-GCST90006896,Cytomegalovirus pp150 antibody levels,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.597
ubm-a-2167,NET100 1011,HCC1011,EFO:0006422,http://www.ebi.ac.uk/efo/EFO_0006422,0.555
prot-a-2156,Oncostatin-M-specific receptor subunit beta,oncostatin M,EFO:0003200,http://www.ebi.ac.uk/efo/EFO_0003200,0.579
prot-a-2576,RNA-binding protein 40,protein binding measurement,EFO:0010742,http://www.ebi.ac.uk/efo/EFO_0010742,0.595
prot-a-3001,Transmembrane protein 132D,transmembrane glycoprotein NMB measurement,EFO:0008303,http://www.ebi.ac.uk/efo/EFO_0008303,0.567
ubm-a-2625,NET100 1469,X-11469 measurement,EFO:0021240,http://www.ebi.ac.uk/efo/EFO_0021240,0.555
prot-a-1551,Alpha-internexin,mating type alpha,EFO:0001270,http://www.ebi.ac.uk/efo/EFO_0001270,0.577
ubm-a-536,IDP dMRI TBSS OD Splenium of corpus callosum,Hypoplasia of the corpus callosum,HP:0002079,http://purl.obolibrary.org/obo/HP_0002079,0.593
ubm-a-2697,volume lhCortexVol,volume,EFO:0001715,http://www.ebi.ac.uk/efo/EFO_0001715,0.556
prot-a-663,Cysteine-rich secretory protein LCCL domain-containing 2,cysteine-rich secretory protein 3 measurement,EFO:0020301,http://www.ebi.ac.uk/efo/EFO_0020301,0.557
prot-c-4146_58_2,Neurotrophin-5,neurotrophin-3 measurement,EFO:0010791,http://www.ebi.ac.uk/efo/EFO_0010791,0.597
prot-a-1162,Gamma-aminobutyric acid receptor-associated protein-like 2,response to gamma-aminobutyric acid receptor agonists,EFO:0600022,http://www.ebi.ac.uk/efo/EFO_0600022,0.59
prot-a-189,N-acetylserotonin O-methyltransferase-like protein,Ogden syndrome,MONDO:0010457,http://purl.obolibrary.org/obo/MONDO_0010457,0.563
prot-a-39,AarF domain-containing protein kinase 4,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.551
prot-a-806,Derlin-1,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,MONDO:0009522,http://purl.obolibrary.org/obo/MONDO_0009522,0.579
ebi-a-GCST90002084,SSC-A on Natural Killer T,aggressive NK-cell leukemia,MONDO:0019470,http://purl.obolibrary.org/obo/MONDO_0019470,0.586
ukb-b-8442,Intake of sugar added to tea,sugar consumption measurement,EFO:0010158,http://www.ebi.ac.uk/efo/EFO_0010158,0.588
ebi-a-GCST90001754,CD20 on IgD- CD27- B cell,autosomal recessive lymphoproliferative disease,MONDO:0016536,http://purl.obolibrary.org/obo/MONDO_0016536,0.564
prot-a-73,RAC-beta serine/threonine-protein kinase,serine/threonine-protein kinase MRCK beta measurement,EFO:0020727,http://www.ebi.ac.uk/efo/EFO_0020727,0.6
prot-a-3160,NKG2D ligand 1,NKG2-D ligand 1 measurement,EFO:0020609,http://www.ebi.ac.uk/efo/EFO_0020609,0.608
prot-b-9,TEK receptor tyrosine kinase,tyrosine-protein kinase receptor TYRO3 measurement,EFO:0020829,http://www.ebi.ac.uk/efo/EFO_0020829,0.598
prot-a-2653,"Protein SCO1 homolog, mitochondrial",Mitochondrial disorder due to a defect in mitochondrial protein synthesis,ORPHANET.ORDO:35696,http://www.orpha.net/ORDO/Orphanet_35696,0.583
ebi-a-GCST90010311,Protein FAM3C levels,protein measurement,EFO:0004747,http://www.ebi.ac.uk/efo/EFO_0004747,0.646
ebi-a-GCST90010331,Neural proliferation differentiation and control protein 1 levels,Secondary glaucoma due to a proliferation and differentiation anomaly,ORPHANET.ORDO:98637,http://www.orpha.net/ORDO/Orphanet_98637,0.552
prot-c-3860_7_2,PSA6,psoriatic arthritis,EFO:0003778,http://www.ebi.ac.uk/efo/EFO_0003778,0.564
prot-a-3113,Tetratricopeptide repeat protein 9B,small glutamine-rich tetratricopeptide repeat-containing protein alpha measurement,EFO:0020744,http://www.ebi.ac.uk/efo/EFO_0020744,0.571
ebi-a-GCST90001679,CD25++ CD8+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.579
ukb-a-320,Age at last live birth,age at first birth measurement,EFO:0009101,http://www.ebi.ac.uk/efo/EFO_0009101,0.573
prot-c-2823_7_1,COMMD7,TCR-alpha-beta-positive T-cell deficiency,MONDO:0014160,http://purl.obolibrary.org/obo/MONDO_0014160,0.591
prot-a-1996,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Aspartylglucosaminuria,ORPHANET.ORDO:93,http://www.orpha.net/ORDO/Orphanet_93,0.586
met-a-450,"Bilirubin (Z,Z)",bilirubin measurement,EFO:0004570,http://www.ebi.ac.uk/efo/EFO_0004570,0.605
ukb-b-7460,Pack years adult smoking as proportion of life span exposed to smoking,smoking behavior,EFO:0004318,http://www.ebi.ac.uk/efo/EFO_0004318,0.607
prot-a-1169,Polypeptide N-acetylgalactosaminyltransferase 16,MGAT2-CDG,MONDO:0008908,http://purl.obolibrary.org/obo/MONDO_0008908,0.552
prot-a-3000,Transmembrane protein 132C,transmembrane glycoprotein NMB measurement,EFO:0008303,http://www.ebi.ac.uk/efo/EFO_0008303,0.569
prot-a-2261,Membrane-associated progesterone receptor component 2,progesterone receptor status,EFO:0005513,http://www.ebi.ac.uk/efo/EFO_0005513,0.572
ubm-a-2626,NET100 1470,X-11470 measurement,EFO:0021241,http://www.ebi.ac.uk/efo/EFO_0021241,0.555
ebi-a-GCST90006926,Toxoplasma gondii p22 antibody levels,toxoplasmosis,EFO:0007517,http://www.ebi.ac.uk/efo/EFO_0007517,0.591
prot-a-1113,Peptidyl-prolyl cis-trans isomerase FKBP14,peptidyl-prolyl cis-trans isomerase A measurement,EFO:0020625,http://www.ebi.ac.uk/efo/EFO_0020625,0.612
met-b-259,IgE+B:%27+,CAL 27,EFO:0006366,http://www.ebi.ac.uk/efo/EFO_0006366,0.576
prot-a-1329,Probable E3 ubiquitin-protein ligase HERC1,syndromic multisystem autoimmune disease due to ITCH deficiency,MONDO:0013245,http://purl.obolibrary.org/obo/MONDO_0013245,0.581
ebi-a-GCST90010191,Tyrosine-protein kinase receptor UFO levels,tyrosine-protein kinase receptor TYRO3 measurement,EFO:0020829,http://www.ebi.ac.uk/efo/EFO_0020829,0.587
ebi-a-GCST90001506,CD25++ CD4+ T cell %T cell,T-Cell Prolymphocytic Leukemia,EFO:1000560,http://www.ebi.ac.uk/efo/EFO_1000560,0.583
ubm-a-139,IDP T1 FAST ROIs L cerebellum V,cerebellar disorder,MONDO:0002427,http://purl.obolibrary.org/obo/MONDO_0002427,0.574
ubm-a-2248,NET100 1092,NCI-H1092,EFO:0002249,http://www.ebi.ac.uk/efo/EFO_0002249,0.559
prot-a-1965,"Peptide chain release factor 1-like, mitochondrial",Mitochondrial disease,ORPHANET.ORDO:68380,http://www.orpha.net/ORDO/Orphanet_68380,0.586
prot-a-47,Alcohol dehydrogenase 4,alcohol dehydrogenase [NADP+] measurement,EFO:0008017,http://www.ebi.ac.uk/efo/EFO_0008017,0.595
ebi-a-GCST90010349,Scavenger receptor cysteine-rich domain-containing group B protein levels,scavenger receptor cysteine-rich type 1 protein m130 measurement,EFO:0020717,http://www.ebi.ac.uk/efo/EFO_0020717,0.558
ebi-a-GCST90001626,HLA DR+ CD4+ T cell %lymphocyte,T-cell immunodeficiency,MONDO:0003780,http://purl.obolibrary.org/obo/MONDO_0003780,0.619
